ID,STATE,BUSINESS_PRODUCT_ID,BUSINESS_ID,CUSTOMER_ID,ADVANCE_AMOUNT,EFFECTIVE_ADVANCE,EFFECTIVE_COLLECTION,FEE_AT_DUE,REPAYMENT_AMOUNT,DUE_DATE,CURRENCY,ADVANCE_DATE,GRACE_PERIOD_ENDS_AT,CREATED_AT,REQUESTED_AT,UPDATED_AT,PAID_AT,VERSION,_FIVETRAN_DELETED,_FIVETRAN_SYNCED,TOTAL
ia-120fabb2-fce5-4eee-8144-e42c603ba9f7,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:01:59.708,2022-03-16 19:01:59.708,2022-03-16 20:27:13.107,,2,,2022-03-16 20:28:43.079 +0000,1653
ia-1430cc50-5d5a-4bc4-82a4-4433da38be39,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:02:00.062,2022-03-16 19:02:00.062,2022-03-16 20:27:12.440,,2,,2022-03-16 20:28:43.071 +0000,1653
ia-16f8ed4d-a2c1-48b1-af96-93a487e69ddc,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:05.919,2022-03-16 19:02:05.919,2022-03-16 20:27:12.366,,2,,2022-03-16 20:28:43.077 +0000,1653
ia-1a9bb867-6195-41ca-ada5-394f88038838,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,3577.55,,0,81,3658.54,2022-05-07 06:00:00.000,USD,,2022-05-12 06:00:00.000,2022-03-16 19:02:08.261,2022-03-16 19:02:08.261,2022-03-16 20:27:12.651,,2,,2022-03-16 20:28:43.070 +0000,3975.05
ia-046b4430-9eb3-46de-a354-16dcbfecb5ff,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:05.208,2022-03-16 19:02:05.208,2022-03-16 20:27:11.829,,2,,2022-03-16 20:28:43.072 +0000,1653
ia-8c56d2da-df28-40df-8099-2497ae96e6c1,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:06.921,2022-03-16 19:02:06.921,2022-03-16 20:42:41.912,,2,,2022-03-16 20:43:44.281 +0000,1653
ia-8359c5a6-f4a1-415f-bd39-ba71d6620ccf,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:01:58.809,2022-03-16 19:01:58.809,2022-03-16 20:42:39.259,,2,,2022-03-16 20:43:44.261 +0000,1653
ia-51d99678-ee7e-4558-b75c-69df110b1e95,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,34.34,1522.04,2022-05-08 06:00:00.000,USD,,2022-05-13 06:00:00.000,2022-03-16 19:02:10.217,2022-03-16 19:02:10.217,2022-03-16 20:42:37.337,,2,,2022-03-16 20:43:44.256 +0000,1653
ia-89095a6b-b442-45b6-a6ac-041feee1c0e0,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,3888.5,,0,69.25,3957.75,2022-04-26 06:00:00.000,USD,,2022-05-01 06:00:00.000,2022-03-16 19:01:56.471,2022-03-16 19:01:56.471,2022-03-16 20:42:41.674,,2,,2022-03-16 20:43:44.284 +0000,4320.56
ia-3df21962-9e8f-49cf-a960-172cd2924426,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,3619.27,,0,64.46,3683.72,2022-04-26 06:00:00.000,USD,,2022-05-01 06:00:00.000,2022-03-16 19:01:55.369,2022-03-16 19:01:55.369,2022-03-16 20:42:36.326,,2,,2022-03-16 20:43:44.272 +0000,4021.41
ia-b66b330b-5b60-418b-8257-8e7c2baf28ed,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,3925.24,,0,69.9,3995.15,2022-04-26 06:00:00.000,USD,,2022-05-01 06:00:00.000,2022-03-16 19:01:55.609,2022-03-16 19:01:55.609,2022-03-16 20:42:43.680,,2,,2022-03-16 20:43:44.285 +0000,4361.38
ia-d533b405-c23a-4156-a737-782c905f6430,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:01:57.946,2022-03-16 19:01:57.946,2022-03-16 20:42:44.554,,2,,2022-03-16 20:43:44.259 +0000,1653
ia-25b8ea44-d9c9-4307-b196-4f6b9a759ceb,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:07.161,2022-03-16 19:02:07.161,2022-03-16 20:42:35.627,,2,,2022-03-16 20:43:44.270 +0000,1653
ia-dfb37b21-c8e2-4a5f-b1e6-105f7a5376b2,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,34.34,1522.04,2022-05-08 06:00:00.000,USD,,2022-05-13 06:00:00.000,2022-03-16 19:02:09.483,2022-03-16 19:02:09.483,2022-03-16 20:42:45.229,,2,,2022-03-16 20:43:44.292 +0000,1653
ia-534280cd-4769-4107-a205-c7f4bbb606c2,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:04.017,2022-03-16 19:02:04.017,2022-03-16 20:42:37.494,,2,,2022-03-16 20:43:44.277 +0000,1653
ia-e8771bc6-0865-4942-81f3-b72236bcfd3f,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,31.06,1518.76,2022-05-03 06:00:00.000,USD,,2022-05-08 06:00:00.000,2022-03-16 19:02:01.672,2022-03-16 19:02:01.672,2022-03-16 20:42:45.704,,2,,2022-03-16 20:43:44.292 +0000,1653
ia-216afcc1-4a42-45ff-aef8-b0d34ad8a1d7,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,31.06,1518.76,2022-05-03 06:00:00.000,USD,,2022-05-08 06:00:00.000,2022-03-16 19:02:00.931,2022-03-16 19:02:00.931,2022-03-16 20:42:35.012,,2,,2022-03-16 20:43:44.266 +0000,1653
ia-4fb5422d-4e5a-42eb-ba5a-4af266608715,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,34.34,1522.04,2022-05-08 06:00:00.000,USD,,2022-05-13 06:00:00.000,2022-03-16 19:02:09.969,2022-03-16 19:02:09.969,2022-03-16 20:42:37.099,,2,,2022-03-16 20:43:44.273 +0000,1653
ia-daf9a95f-f0ea-40b5-a88d-6629ce229fcd,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:01:57.038,2022-03-16 19:01:57.038,2022-03-16 20:42:44.937,,2,,2022-03-16 20:43:44.287 +0000,1653
ia-2eb5d62a-4379-4fed-bdec-babdd7db058a,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:03.657,2022-03-16 19:02:03.657,2022-03-16 20:42:36.013,,2,,2022-03-16 20:43:44.268 +0000,1653
ia-c0cb6a05-07b8-400a-a4ce-e47d0ae053a4,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,31.06,1518.76,2022-05-03 06:00:00.000,USD,,2022-05-08 06:00:00.000,2022-03-16 19:02:01.549,2022-03-16 19:02:01.549,2022-03-16 20:42:43.841,,2,,2022-03-16 20:43:44.288 +0000,1653
ia-4051d4aa-9142-4d6b-b778-0aa5c4f65c29,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,3799.27,,0,67.66,3866.93,2022-04-26 06:00:00.000,USD,,2022-05-01 06:00:00.000,2022-03-16 19:01:54.717,2022-03-16 19:01:54.717,2022-03-16 20:42:36.782,,2,,2022-03-16 20:43:44.276 +0000,4221.41
ia-e79aff77-41d7-404c-8453-4682ba5fba68,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,2651.22,,0,47.22,2698.44,2022-04-26 06:00:00.000,USD,,2022-05-01 06:00:00.000,2022-03-16 19:01:55.108,2022-03-16 19:01:55.108,2022-03-16 20:42:45.622,,2,,2022-03-16 20:43:44.287 +0000,2945.8
ia-6443430a-2e72-4c80-a586-a815cde4941b,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:06.558,2022-03-16 19:02:06.558,2022-03-16 20:42:37.999,,2,,2022-03-16 20:43:44.275 +0000,1653
ia-3faacc95-936e-4575-b25d-57b0941026b9,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:06.297,2022-03-16 19:02:06.297,2022-03-16 20:42:36.557,,2,,2022-03-16 20:43:44.274 +0000,1653
ia-8ac6559e-44cd-4ebd-9410-4462c0409d8e,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:07.548,2022-03-16 19:02:07.548,2022-03-16 20:42:41.822,,2,,2022-03-16 20:43:44.284 +0000,1653
ia-3a19629b-43d9-4f75-bb43-a0a3c0ba3190,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,3466.4,,0,80.01,3546.4,2022-05-08 06:00:00.000,USD,,2022-05-13 06:00:00.000,2022-03-16 19:02:10.460,2022-03-16 19:02:10.460,2022-03-16 20:42:36.252,,2,,2022-03-16 20:43:44.269 +0000,3851.55
ia-3e43dc3d-f1e1-4359-a6a8-51223deccaf5,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,34.34,1522.04,2022-05-08 06:00:00.000,USD,,2022-05-13 06:00:00.000,2022-03-16 19:01:59.948,2022-03-16 19:01:59.948,2022-03-16 20:42:36.481,,2,,2022-03-16 20:43:44.252 +0000,1653
ia-83bbde4d-f785-41cc-9545-38ba8f2d6856,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,31.06,1518.76,2022-05-03 06:00:00.000,USD,,2022-05-08 06:00:00.000,2022-03-16 19:02:01.806,2022-03-16 19:02:01.806,2022-03-16 20:42:39.335,,2,,2022-03-16 20:43:44.280 +0000,1653
ia-96e145f0-513e-4f29-b8b2-a8a381c218e5,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:03.417,2022-03-16 19:02:03.417,2022-03-16 20:42:42.151,,2,,2022-03-16 20:43:44.286 +0000,1653
ia-c3c80fb5-257d-49fc-bd99-4bb5d90c8184,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:01:59.334,2022-03-16 19:01:59.334,2022-03-16 20:42:44.162,,2,,2022-03-16 20:43:44.291 +0000,1653
ia-36c40ee2-8383-40bd-b5c3-ba44f202777d,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:08.142,2022-03-16 19:02:08.142,2022-03-16 20:42:35.941,,2,,2022-03-16 20:43:44.272 +0000,1653
ia-c11874c1-119c-4eb9-a546-b95c3d1b229d,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,3966.14,,0,70.63,4036.77,2022-04-26 06:00:00.000,USD,,2022-05-01 06:00:00.000,2022-03-16 19:01:57.446,2022-03-16 19:01:57.446,2022-03-16 20:42:44.012,,2,,2022-03-16 20:43:44.254 +0000,4406.82
ia-a9f4ccc3-2f94-423d-aab0-202b2109ac12,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:01:57.292,2022-03-16 19:01:57.292,2022-03-16 20:42:43.115,,2,,2022-03-16 20:43:44.285 +0000,1653
ia-eba46940-2788-418b-84ef-7bb62cbd33ce,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:01:59.586,2022-03-16 19:01:59.586,2022-03-16 20:42:45.871,,2,,2022-03-16 20:43:44.293 +0000,1653
ia-518ac6d3-44b4-48c6-937e-9193f10865a7,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,34.34,1522.04,2022-05-08 06:00:00.000,USD,,2022-05-13 06:00:00.000,2022-03-16 19:02:10.701,2022-03-16 19:02:10.701,2022-03-16 20:42:37.264,,2,,2022-03-16 20:43:44.277 +0000,1653
ia-d4ab8079-4a04-4ad9-892f-8ce5857fa924,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:01:58.550,2022-03-16 19:01:58.550,2022-03-16 20:42:44.475,,2,,2022-03-16 20:43:44.260 +0000,1653
ia-84015533-e9a1-407b-b0bd-68cacb3e9b23,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:05.091,2022-03-16 19:02:05.091,2022-03-16 20:42:41.538,,2,,2022-03-16 20:43:44.284 +0000,1653
ia-ac4a0249-0b0b-4f9c-af5f-7f6c821040af,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:01:56.596,2022-03-16 19:01:56.596,2022-03-16 20:42:43.423,,2,,2022-03-16 20:43:44.289 +0000,1653
ia-6b3efdf0-7215-48da-8ecd-af8610caa470,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:01.924,2022-03-16 19:02:01.924,2022-03-16 20:42:38.472,,2,,2022-03-16 20:43:44.281 +0000,1653
ia-d6e5b274-778c-4eff-ae6e-75e6a9216c67,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:07.293,2022-03-16 19:02:07.293,2022-03-16 20:42:44.719,,2,,2022-03-16 20:43:44.290 +0000,1653
ia-3e3ed449-eb55-48f0-ab25-90973340e4b5,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,34.34,1522.04,2022-05-08 06:00:00.000,USD,,2022-05-13 06:00:00.000,2022-03-16 19:02:10.105,2022-03-16 19:02:10.105,2022-03-16 20:42:36.411,,2,,2022-03-16 20:43:44.273 +0000,1653
ia-dc03b1b5-ae64-43c6-bd5a-6496586b1966,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:02:00.544,2022-03-16 19:02:00.544,2022-03-16 20:42:45.053,,2,,2022-03-16 20:43:44.283 +0000,1653
ia-bce786f9-e9f3-42c8-b64f-d3f623640f0d,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:01:58.071,2022-03-16 19:01:58.071,2022-03-16 20:42:43.755,,2,,2022-03-16 20:43:44.286 +0000,1653
ia-a2044a49-5132-40a8-ada6-bf2e01ade7cc,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:02.537,2022-03-16 19:02:02.537,2022-03-16 20:42:42.808,,2,,2022-03-16 20:43:44.259 +0000,1653
ia-34d5fc7b-79c8-44f0-bc19-953fd09915fc,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:07.902,2022-03-16 19:02:07.902,2022-03-16 20:42:35.864,,2,,2022-03-16 20:43:44.266 +0000,1653
ia-e2b73675-8543-44f3-bb5c-b8c7b81172e2,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,3843.5,,0,68.45,3911.95,2022-04-26 06:00:00.000,USD,,2022-05-01 06:00:00.000,2022-03-16 19:01:55.991,2022-03-16 19:01:55.991,2022-03-16 20:42:45.465,,2,,2022-03-16 20:43:44.258 +0000,4270.56
ia-5bfb7602-ae17-403f-935d-8312632be705,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:03.051,2022-03-16 19:02:03.051,2022-03-16 20:42:37.641,,2,,2022-03-16 20:43:44.264 +0000,1653
ia-213eb1b0-a5a7-4c41-b78e-977ad0c269c4,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,3845.6,,0,68.49,3914.09,2022-04-26 06:00:00.000,USD,,2022-05-01 06:00:00.000,2022-03-16 19:02:11.183,2022-03-16 19:02:11.183,2022-03-16 20:42:35.289,,2,,2022-03-16 20:43:44.270 +0000,4272.89
ia-79e21138-51ce-4fbc-a6b0-69dba81a91a2,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,3831.14,,0,68.23,3899.37,2022-04-26 06:00:00.000,USD,,2022-05-01 06:00:00.000,2022-03-16 19:01:56.108,2022-03-16 19:01:56.108,2022-03-16 20:42:39.020,,2,,2022-03-16 20:43:44.253 +0000,4256.82
ia-509a7cdb-20a9-4080-85ca-34ad1ebd063f,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,4057.62,,0,82.94,4140.57,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:02:00.201,2022-03-16 19:02:00.201,2022-03-16 20:42:37.176,,2,,2022-03-16 20:43:44.276 +0000,4508.47
ia-69352ee9-142b-4997-b284-fd640f30e3fa,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,33.03,1520.73,2022-05-06 06:00:00.000,USD,,2022-05-11 06:00:00.000,2022-03-16 19:02:04.620,2022-03-16 19:02:04.620,2022-03-16 20:42:38.400,,2,,2022-03-16 20:43:44.280 +0000,1653
ia-3e6d5186-904f-4817-a534-0d7351054c08,rejected,recaGLn1M8MAEJWyB,BGY6EFSQ8Z,07e85a5c-8b31-44ea-8106-0f8411222b64,1487.7,,0,30.41,1518.11,2022-05-02 06:00:00.000,USD,,2022-05-07 06:00:00.000,2022-03-16 19:02:00.667,2022-03-16 19:02:00.667,2022-03-16 20:42:36.630,,2,,2022-03-16 20:43:44.275 +0000,1653
